"Year","CountryAbb","CountryName","idealpoint","PctAgreeUS","PctAgreeRUSSIA","distanceToRussia"
1977,"LES","Lesotho",0.1789296,0.375,0.6179775,9486
1978,"LES","Lesotho",0.3855525,0.3902439,0.52,9486
1979,"LES","Lesotho",0.1930614,0.3135593,0.6218487,9486
1980,"LES","Lesotho",0.2244645,0.2475248,0.5940594,9486
1981,"LES","Lesotho",0.07623015,0.1818182,0.6992481,9486
1982,"LES","Lesotho",-0.000614211,0.1607143,0.6785714,9486
1983,"LES","Lesotho",0.1213533,0.1594203,0.6956522,9486
1984,"LES","Lesotho",-0.1816424,0.08053691,0.8255034,9486
1985,"LES","Lesotho",-0.2909728,0.1351351,0.8163265,9486
1986,"LES","Lesotho",-0.1062765,0.1418919,0.8082192,9486
1987,"LES","Lesotho",-0.03119963,0.115942,0.9136691,9486
1988,"LES","Lesotho",0.0333102,0.09160305,0.8846154,9486
1989,"LES","Lesotho",-0.1127362,0.09734513,0.920354,9486
1990,"LES","Lesotho",-0.2074904,0.1547619,0.9166667,9486
1991,"LES","Lesotho",-0.3116291,0.1267606,0.5857143,9486
1992,"LES","Lesotho",-0.4332419,0.1132075,0.5660377,9486
1993,"LES","Lesotho",-0.5831719,0.1451613,0.4032258,9486
1994,"LES","Lesotho",-0.8517776,0.2758621,0.4827586,9486
1995,"LES","Lesotho",-0.4182737,0.2380952,0.5714286,9486
1996,"LES","Lesotho",-0.4665011,0.3684211,0.5526316,9486
1997,"LES","Lesotho",-0.6538558,0.1666667,0.625,9486
1998,"LES","Lesotho",-0.5214635,0.3529412,0.6470588,9486
1999,"LES","Lesotho",-0.5141643,0.2,1,9486
2000,"LES","Lesotho",-0.630018,0.3,0.625,9486
2001,"LES","Lesotho",-0.6508243,0.1578947,0.5263158,9486
2002,"LES","Lesotho",-0.577373,0.09859155,0.7101449,9486
2003,"LES","Lesotho",-0.6605,0.12,0.7466667,9486
2004,"LES","Lesotho",-0.6566913,0.07352941,0.7761194,9486
2005,"LES","Lesotho",-0.6113622,0.08450704,0.7042254,9486
2006,"LES","Lesotho",-0.5941798,0.075,0.8,9486
2007,"LES","Lesotho",-0.6616386,0.05333333,0.7027027,9486
2008,"LES","Lesotho",-0.6649434,0.07352941,0.6764706,9486
2009,"LES","Lesotho",-0.567377,0.1129032,0.6774194,9486
2010,"LES","Lesotho",-0.6117457,0.1269841,0.71875,9486
2011,"LES","Lesotho",-0.7167851,0.1525424,0.7288136,9486
2012,"LES","Lesotho",-0.6038183,0.1515152,0.6969697,9486
1966,"BOT","Botswana",0.7575024,0.5714286,0.2857143,8999
1967,"BOT","Botswana",0.9324213,0.6578947,0.3157895,8999
1968,"BOT","Botswana",1.095178,0.7368421,0.1052632,8999
1969,"BOT","Botswana",1.227067,0.4761905,0.3333333,8999
1970,"BOT","Botswana",1.004242,0.375,0.1875,8999
1971,"BOT","Botswana",0.5953035,0.453125,0.5538462,8999
1972,"BOT","Botswana",0.1621058,0.2597403,0.6410256,8999
1973,"BOT","Botswana",0.2164621,0.2692308,0.6282051,8999
1974,"BOT","Botswana",0.1130555,0.2647059,0.6470588,8999
1975,"BOT","Botswana",-0.1703183,0.2307692,0.7384615,8999
1976,"BOT","Botswana",-0.04675199,0.2222222,0.7108434,8999
1977,"BOT","Botswana",-0.06848303,0.3194444,0.7671233,8999
1978,"BOT","Botswana",-0.000141583,0.3553719,0.5967742,8999
1979,"BOT","Botswana",0.1201993,0.279661,0.6218487,8999
1980,"BOT","Botswana",0.1611546,0.1851852,0.8148148,8999
1981,"BOT","Botswana",0.1762194,0.1578947,0.8181818,8999
1982,"BOT","Botswana",-0.025089,0.1428571,0.7357143,8999
1983,"BOT","Botswana",-0.1122988,0.1376812,0.7753623,8999
1984,"BOT","Botswana",-0.3117617,0.1,0.8266667,8999
1985,"BOT","Botswana",-0.321653,0.1564626,0.8082192,8999
1986,"BOT","Botswana",-0.2587421,0.16,0.8456376,8999
1987,"BOT","Botswana",-0.4040926,0.1119403,0.962963,8999
1988,"BOT","Botswana",-0.349818,0.08270677,0.9621212,8999
1989,"BOT","Botswana",-0.316471,0.07017544,0.9122807,8999
1990,"BOT","Botswana",-0.231515,0.1547619,0.9166667,8999
1991,"BOT","Botswana",-0.4200751,0.1527778,0.5774648,8999
1992,"BOT","Botswana",-0.4935906,0.1666667,0.4861111,8999
1993,"BOT","Botswana",-0.3813468,0.203125,0.46875,8999
1994,"BOT","Botswana",-0.4456677,0.2985075,0.5074627,8999
1995,"BOT","Botswana",-0.4107716,0.2658228,0.5443038,8999
1996,"BOT","Botswana",-0.443475,0.2916667,0.6760563,8999
1997,"BOT","Botswana",-0.4761887,0.2318841,0.6521739,8999
1998,"BOT","Botswana",-0.5300104,0.1967213,0.65,8999
1999,"BOT","Botswana",-0.5428391,0.2089552,0.6865672,8999
2000,"BOT","Botswana",-0.5731189,0.1935484,0.7096774,8999
2001,"BOT","Botswana",-0.5511134,0.1666667,0.7037037,8999
2002,"BOT","Botswana",-0.5311706,0.07575758,0.734375,8999
2003,"BOT","Botswana",-0.5112684,0.1232877,0.7123288,8999
2004,"BOT","Botswana",-0.5822736,0.078125,0.8125,8999
2005,"BOT","Botswana",-0.5440671,0.1029412,0.7058824,8999
2006,"BOT","Botswana",-0.4298246,0.04,0.8,8999
2007,"BOT","Botswana",-0.5126232,0.05333333,0.6891892,8999
2008,"BOT","Botswana",-0.3089858,0.1323529,0.6617647,8999
2009,"BOT","Botswana",-0.298001,0.171875,0.671875,8999
2010,"BOT","Botswana",-0.3615047,0.1746032,0.734375,8999
2011,"BOT","Botswana",-0.3646726,0.2539683,0.6984127,8999
2012,"BOT","Botswana",-0.4579771,0.1940299,0.7014925,8999
1968,"SWA","Swaziland",1.096919,0.5806452,0.1612903,9124
1969,"SWA","Swaziland",1.185521,0.5,0.2758621,9124
1970,"SWA","Swaziland",0.7858357,0.509434,0.3773585,9124
1971,"SWA","Swaziland",0.9858239,0.6538462,0.3164557,9124
1972,"SWA","Swaziland",0.4759171,0.3947368,0.5194805,9124
1973,"SWA","Swaziland",0.5076805,0.2727273,0.5818182,9124
1974,"SWA","Swaziland",0.4598845,0.2826087,0.6521739,9124
1975,"SWA","Swaziland",0.6757032,0.3076923,0.5538462,9124
1976,"SWA","Swaziland",0.6093608,0.2278481,0.6296296,9124
1977,"SWA","Swaziland",0.48013,0.4022989,0.5795455,9124
1978,"SWA","Swaziland",0.6448274,0.3865546,0.4710744,9124
1979,"SWA","Swaziland",0.3990393,0.3043478,0.5775862,9124
1980,"SWA","Swaziland",0.4652094,0.2916667,0.5416667,9124
1981,"SWA","Swaziland",0.3735663,0.1735537,0.6393443,9124
1982,"SWA","Swaziland",0.05470297,0.1495327,0.6728972,9124
1983,"SWA","Swaziland",0.2929087,0.15625,0.6328125,9124
1984,"SWA","Swaziland",0.1530897,0.04,0.68,9124
1985,"SWA","Swaziland",0.2418422,0.1677852,0.6689189,9124
1986,"SWA","Swaziland",0.1032719,0.1621622,0.7755102,9124
1987,"SWA","Swaziland",0.0997846,0.1223022,0.8857143,9124
1988,"SWA","Swaziland",0.002483202,0.08396947,0.9230769,9124
1989,"SWA","Swaziland",-0.1097316,0.06382979,0.9361702,9124
1990,"SWA","Swaziland",-0.3537109,0.1481481,0.9382716,9124
1991,"SWA","Swaziland",-0.4153569,0.1594203,0.5652174,9124
1992,"SWA","Swaziland",-0.3864526,0.1549296,0.5211268,9124
1993,"SWA","Swaziland",-0.3264522,0.1896552,0.5344828,9124
1994,"SWA","Swaziland",-0.2264353,0.2711864,0.559322,9124
1995,"SWA","Swaziland",-0.05644866,0.2625,0.5625,9124
1996,"SWA","Swaziland",-0.1368864,0.296875,0.5555556,9124
1997,"SWA","Swaziland",-0.03892356,0.2835821,0.5970149,9124
1998,"SWA","Swaziland",-0.0487913,0.2592593,0.5660377,9124
1999,"SWA","Swaziland",-0.1989639,0.2121212,0.6212121,9124
2000,"SWA","Swaziland",-0.4852603,0.1904762,0.6984127,9124
2001,"SWA","Swaziland",-0.549167,0.1081081,0.7027027,9124
2002,"SWA","Swaziland",-0.6072088,0.1587302,0.7377049,9124
2003,"SWA","Swaziland",-0.5942207,0.1111111,0.6888889,9124
2004,"SWA","Swaziland",-0.5768425,0.1,0.82,9124
2005,"SWA","Swaziland",-0.5954143,0,0.7272727,9124
2006,"SWA","Swaziland",-0.475963,0.08333333,0.7222222,9124
2007,"SWA","Swaziland",-0.6635062,0.03076923,0.65625,9124
2008,"SWA","Swaziland",-0.7136656,0.08571429,0.7,9124
2009,"SWA","Swaziland",-0.6925811,0.0877193,0.7017544,9124
2010,"SWA","Swaziland",-0.7716266,0.1451613,0.7419355,9124
2011,"SWA","Swaziland",-0.8745153,0.1186441,0.7118644,9124
2012,"SWA","Swaziland",-0.8707608,0.1551724,0.7068966,9124
1960,"MAG","Madagascar",0.5812068,0.5204082,0.3571429,8334
1961,"MAG","Madagascar",0.2377984,0.5,0.3972603,8334
1962,"MAG","Madagascar",0.02785318,0.3333333,0.5111111,8334
1963,"MAG","Madagascar",0.2443454,0.4516129,0.3870968,8334
1965,"MAG","Madagascar",0.2430252,0.4324324,0.5945946,8334
1966,"MAG","Madagascar",0.6079512,0.4693878,0.3673469,8334
1967,"MAG","Madagascar",0.5639404,0.5087719,0.5087719,8334
1968,"MAG","Madagascar",0.5136557,0.4418605,0.4418605,8334
1969,"MAG","Madagascar",0.4635933,0.4146341,0.4761905,8334
1970,"MAG","Madagascar",0.6698419,0.5396825,0.3809524,8334
1971,"MAG","Madagascar",0.8724764,0.5929204,0.4561404,8334
1972,"MAG","Madagascar",0.04115621,0.3232323,0.61,8334
1973,"MAG","Madagascar",-0.2613765,0.2696629,0.6853933,8334
1974,"MAG","Madagascar",-0.4301369,0.2676056,0.7323944,8334
1975,"MAG","Madagascar",-0.6095438,0.2753623,0.7536232,8334
1976,"MAG","Madagascar",-0.5788979,0.2317073,0.7380952,8334
1977,"MAG","Madagascar",-0.5251707,0.3333333,0.6593407,8334
1978,"MAG","Madagascar",-0.4010061,0.3577236,0.608,8334
1979,"MAG","Madagascar",-0.4941239,0.2288136,0.697479,8334
1980,"MAG","Madagascar",-0.6273452,0.18,0.74,8334
1981,"MAG","Madagascar",-0.6978556,0.1353383,0.7835821,8334
1982,"MAG","Madagascar",-0.7778247,0.08441558,0.8116883,8334
1983,"MAG","Madagascar",-0.7386899,0.1216216,0.7972973,8334
1984,"MAG","Madagascar",-0.8754915,0.05333333,0.86,8334
1985,"MAG","Madagascar",-0.8566619,0.0952381,0.8435374,8334
1986,"MAG","Madagascar",-0.9954012,0.0890411,0.8972603,8334
1987,"MAG","Madagascar",-1.045634,0.07407407,0.9708029,8334
1988,"MAG","Madagascar",-1.073464,0.07575758,0.9621212,8334
1989,"MAG","Madagascar",-0.9828185,0.0619469,0.9646018,8334
1990,"MAG","Madagascar",-0.9934345,0.1351351,0.9594595,8334
1991,"MAG","Madagascar",-0.9020526,0.1269841,0.5806452,8334
1992,"MAG","Madagascar",-0.8821488,0.1269841,0.4920635,8334
1993,"MAG","Madagascar",-0.85958,0.1551724,0.3965517,8334
1994,"MAG","Madagascar",-0.7200402,0.3846154,0.6410256,8334
1995,"MAG","Madagascar",-0.6824539,0.2641509,0.6603774,8334
1996,"MAG","Madagascar",-0.6384436,0.3207547,0.5769231,8334
1997,"MAG","Madagascar",-0.5405428,0.2765957,0.6170213,8334
1998,"MAG","Madagascar",-0.6139274,0.1914894,0.6382979,8334
1999,"MAG","Madagascar",-0.5274322,0.1960784,0.7058824,8334
2000,"MAG","Madagascar",-0.6687571,0.1967213,0.7377049,8334
2001,"MAG","Madagascar",-0.528454,0.1290323,0.7377049,8334
2002,"MAG","Madagascar",-0.2838428,0.09836066,0.6610169,8334
2003,"MAG","Madagascar",-0.4919465,0.1111111,0.75,8334
2004,"MAG","Madagascar",-0.5717763,0.08695652,0.7794118,8334
2005,"MAG","Madagascar",-0.4964963,0.1372549,0.7254902,8334
2006,"MAG","Madagascar",-0.4124453,0.1219512,0.7560976,8334
2007,"MAG","Madagascar",-0.3482373,0.1016949,0.7241379,8334
2008,"MAG","Madagascar",-0.408131,0.1206897,0.7241379,8334
2009,"MAG","Madagascar",-0.4227118,0.147541,0.7213115,8334
2010,"MAG","Madagascar",-0.4466857,0.1587302,0.7460317,8334
2011,"MAG","Madagascar",-0.491983,0.2181818,0.7636364,8334
2012,"MAG","Madagascar",-0.4989892,0.244898,0.6938776,8334
1975,"COM","Comoros",-0.7693656,0.2,0.7714286,7498
1976,"COM","Comoros",-0.7174168,0.1842105,0.7631579,7498
1977,"COM","Comoros",-0.577727,0.2741935,0.6774194,7498
1978,"COM","Comoros",-0.3136303,0.5208333,0.4468085,7498
1979,"COM","Comoros",-0.2371698,0.2738095,0.6235294,7498
1980,"COM","Comoros",-0.08495021,0.2142857,0.702381,7498
1981,"COM","Comoros",0.0156761,0.1525424,0.7333333,7498
1982,"COM","Comoros",-0.1282923,0.1560284,0.7163121,7498
1983,"COM","Comoros",-0.117625,0.1388889,0.8611111,7498
1984,"COM","Comoros",-0.3337834,0.125,0.8958333,7498
1985,"COM","Comoros",-0.3226967,0.1121495,0.8691589,7498
1986,"COM","Comoros",-0.4801224,0.1481481,0.8059701,7498
1987,"COM","Comoros",-0.2716073,0.1317829,0.9384615,7498
1988,"COM","Comoros",-0.4185655,0.1008403,0.9661017,7498
1989,"COM","Comoros",-0.4969478,0.02173913,0.9782609,7498
1990,"COM","Comoros",-0.614994,0.1369863,0.9589041,7498
1991,"COM","Comoros",-0.6733076,0.1551724,0.5535714,7498
1992,"COM","Comoros",-0.608589,0.1403509,0.4385965,7498
1993,"COM","Comoros",-0.7474433,0.1355932,0.3898305,7498
1994,"COM","Comoros",-0.6120142,0.2931034,0.5,7498
1995,"COM","Comoros",-0.6131949,0,1,7498
1996,"COM","Comoros",-0.3610841,0.25,0.8333333,7498
1997,"COM","Comoros",-0.716487,0.15,0.6,7498
1998,"COM","Comoros",-0.35346,0.2307692,0.5897436,7498
1999,"COM","Comoros",-0.5102814,0.15,0.6,7498
2000,"COM","Comoros",-0.702251,0.106383,0.7826087,7498
2001,"COM","Comoros",-0.832217,0.1272727,0.7090909,7498
2002,"COM","Comoros",-0.9042991,0.09803922,0.7,7498
2003,"COM","Comoros",-1.020909,0.1111111,0.75,7498
2004,"COM","Comoros",-1.020673,0.08196721,0.75,7498
2005,"COM","Comoros",-1.062905,0.06818182,0.7674419,7498
2006,"COM","Comoros",-0.9364086,0.08235294,0.7529412,7498
2007,"COM","Comoros",-0.7441935,0.05797101,0.6764706,7498
2008,"COM","Comoros",-0.8046787,0.0952381,0.6984127,7498
2009,"COM","Comoros",-0.5593205,0.1,0.7666667,7498
2010,"COM","Comoros",-0.7515958,0.1269841,0.7460317,7498
2011,"COM","Comoros",-0.8171567,0.1636364,0.6545455,7498
2012,"COM","Comoros",-0.8822625,0.1269841,0.6666667,7498
1967,"MAS","Mauritius",0.4888034,0.5,1,8626
1968,"MAS","Mauritius",0.4920694,0.3478261,0.3695652,8626
1969,"MAS","Mauritius",0.2247958,0.3714286,0.5833333,8626
1970,"MAS","Mauritius",0.2611151,0.4262295,0.4590164,8626
1971,"MAS","Mauritius",0.4414267,0.6086957,0.5652174,8626
1972,"MAS","Mauritius",-0.07842169,0.3333333,0.5957447,8626
1973,"MAS","Mauritius",-0.09443726,0.1666667,1,8626
1974,"MAS","Mauritius",-0.4867905,0.1714286,0.6857143,8626
1975,"MAS","Mauritius",-0.1447232,0.2898551,0.6521739,8626
1976,"MAS","Mauritius",-0.3161017,0.2125,0.7195122,8626
1977,"MAS","Mauritius",-0.3272401,0.3707865,0.6666667,8626
1978,"MAS","Mauritius",-0.189072,0.38,0.5940594,8626
1979,"MAS","Mauritius",-0.1195274,0.2788462,0.6285714,8626
1980,"MAS","Mauritius",0.1619216,0.2988506,0.5747126,8626
1981,"MAS","Mauritius",-0.213893,0.1746032,0.7559055,8626
1982,"MAS","Mauritius",-0.3005854,0.1267606,0.7816901,8626
1983,"MAS","Mauritius",-0.3508689,0.1310345,0.7655172,8626
1984,"MAS","Mauritius",-0.445275,0.08450704,0.8239437,8626
1985,"MAS","Mauritius",-0.4351137,0.1418919,0.8095238,8626
1986,"MAS","Mauritius",-0.2207658,0.1632653,0.8137931,8626
1987,"MAS","Mauritius",-0.1710591,0.1094891,0.9347826,8626
1988,"MAS","Mauritius",-0.2445215,0.07751938,0.9609375,8626
1989,"MAS","Mauritius",-0.3063687,0.09259259,0.9537037,8626
1990,"MAS","Mauritius",-0.3843619,0.1470588,0.9117647,8626
1991,"MAS","Mauritius",-0.2059053,0.109375,0.5396825,8626
1992,"MAS","Mauritius",-0.3003623,0.2153846,0.5230769,8626
1993,"MAS","Mauritius",-0.2980198,0.2096774,0.4677419,8626
1994,"MAS","Mauritius",-0.3707619,0.3076923,0.5076923,8626
1995,"MAS","Mauritius",-0.4605032,0.2375,0.525,8626
1996,"MAS","Mauritius",-0.2415493,0.3142857,0.6231884,8626
1997,"MAS","Mauritius",-0.1605843,0.2647059,0.6470588,8626
1998,"MAS","Mauritius",-0.2690949,0.2166667,0.6440678,8626
1999,"MAS","Mauritius",-0.3398071,0.2058824,0.6764706,8626
2000,"MAS","Mauritius",-0.3746899,0.2,0.7230769,8626
2001,"MAS","Mauritius",-0.278595,0.2040816,0.7142857,8626
2002,"MAS","Mauritius",-0.2834906,0.1176471,0.7121212,8626
2003,"MAS","Mauritius",-0.3227381,0.1333333,0.7466667,8626
2004,"MAS","Mauritius",-0.446773,0.07246377,0.7647059,8626
2005,"MAS","Mauritius",-0.5132693,0.06944444,0.7083333,8626
2006,"MAS","Mauritius",-0.4567407,0.08045977,0.7586207,8626
2007,"MAS","Mauritius",-0.4415903,0.06493506,0.7105263,8626
2008,"MAS","Mauritius",-0.4432669,0.07042254,0.6760563,8626
2009,"MAS","Mauritius",-0.4609579,0.1044776,0.6716418,8626
2010,"MAS","Mauritius",-0.5056069,0.09230769,0.6969697,8626
2011,"MAS","Mauritius",-0.4587189,0.203125,0.703125,8626
2012,"MAS","Mauritius",-0.5973355,0.1363636,0.6666667,8626
1978,"SEY","Seychelles",-1.322117,0.125,0.75,6892
1979,"SEY","Seychelles",-1.314126,0.09302326,0.9767442,6892
1980,"SEY","Seychelles",-1.417244,0.0754717,0.9622642,6892
1981,"SEY","Seychelles",-1.521874,0.05940594,0.9306931,6892
1982,"SEY","Seychelles",-1.525397,0.0754717,0.9811321,6892
1983,"SEY","Seychelles",-0.9745372,0.06578947,0.8947368,6892
1984,"SEY","Seychelles",-0.7945436,0.06666667,0.9333333,6892
1985,"SEY","Seychelles",-0.8145219,0.09183673,0.9591837,6892
1986,"SEY","Seychelles",-0.9991188,0.09278351,0.9387755,6892
1987,"SEY","Seychelles",-0.9224839,0.07633588,0.9924242,6892
1988,"SEY","Seychelles",-0.8302869,0.06349206,0.9920635,6892
1989,"SEY","Seychelles",-0.8042831,0.0776699,1,6892
1990,"SEY","Seychelles",-0.8288284,0.1341463,0.9634146,6892
1991,"SEY","Seychelles",-0.7649742,0.1428571,0.5967742,6892
1992,"SEY","Seychelles",-0.6879795,0.1724138,0.5862069,6892
1993,"SEY","Seychelles",-0.6954105,0.1578947,0.5263158,6892
1994,"SEY","Seychelles",-0.7133277,0.2777778,0.6666667,6892
1995,"SEY","Seychelles",-0.718713,0.3333333,1,6892
1996,"SEY","Seychelles",-0.6543234,0.3428571,0.8823529,6892
1998,"SEY","Seychelles",-0.1898181,0.2777778,0.7222222,6892
1999,"SEY","Seychelles",-0.4076897,0.2,0.75,6892
2001,"SEY","Seychelles",-0.208475,0.1666667,0.7857143,6892
2002,"SEY","Seychelles",-0.3536709,0.1111111,0.7884615,6892
2003,"SEY","Seychelles",-0.5023395,0.12,0.82,6892
2004,"SEY","Seychelles",-0.5646944,0.1153846,0.8461538,6892
2005,"SEY","Seychelles",-0.560632,0,1,6892
2006,"SEY","Seychelles",-0.624439,0,0.7142857,6892
2007,"SEY","Seychelles",-0.5225101,0,0.5,6892
2008,"SEY","Seychelles",-0.532446,0,1,6892
2009,"SEY","Seychelles",-0.5523339,0.3333333,0.8888889,6892
2010,"SEY","Seychelles",-0.5833419,0.3076923,0.6538462,6892
2011,"SEY","Seychelles",-0.4764422,0.3055556,0.6388889,6892
2012,"SEY","Seychelles",-0.3552,0.2380952,0.8095238,6892
1956,"MOR","Morocco",-0.5277025,0.4864865,0.4594595,4143
1957,"MOR","Morocco",-0.6337856,0.2307692,0.6923077,4143
1958,"MOR","Morocco",-0.692342,0.3666667,0.7,4143
1959,"MOR","Morocco",-0.9023213,0.106383,0.8723404,4143
1960,"MOR","Morocco",-1.254123,0.2061856,0.7938144,4143
1961,"MOR","Morocco",-1.040549,0.1791045,0.6764706,4143
1962,"MOR","Morocco",-0.8953689,0.1904762,0.6904762,4143
1963,"MOR","Morocco",-0.7035638,0.25,0.625,4143
1965,"MOR","Morocco",-0.6412356,0.275,0.775,4143
1966,"MOR","Morocco",-0.44684,0.24,0.56,4143
1967,"MOR","Morocco",-0.7079907,0.1568627,0.745098,4143
1968,"MOR","Morocco",-0.173006,0.3061224,0.4693878,4143
1969,"MOR","Morocco",-0.249627,0.3142857,0.6388889,4143
1970,"MOR","Morocco",-0.3246707,0.3283582,0.6567164,4143
1971,"MOR","Morocco",-0.293064,0.3909091,0.6576577,4143
1972,"MOR","Morocco",-0.281734,0.3555556,0.5934066,4143
1973,"MOR","Morocco",-0.2554331,0.2804878,0.6341463,4143
1974,"MOR","Morocco",0.03572451,0.3,0.6142857,4143
1975,"MOR","Morocco",0.05260757,0.3606557,0.6065574,4143
1976,"MOR","Morocco",-0.07781131,0.2650602,0.6941176,4143
1977,"MOR","Morocco",-0.05382164,0.3953488,0.5977011,4143
1978,"MOR","Morocco",-0.1271924,0.3916667,0.557377,4143
1979,"MOR","Morocco",0.2026543,0.3220339,0.5630252,4143
1980,"MOR","Morocco",0.1458907,0.22,0.62,4143
1981,"MOR","Morocco",0.05738007,0.2105263,0.6791045,4143
1982,"MOR","Morocco",-0.02175887,0.1794872,0.7115385,4143
1983,"MOR","Morocco",-0.08188799,0.1760563,0.7183099,4143
1984,"MOR","Morocco",-0.1586179,0.125,0.7777778,4143
1985,"MOR","Morocco",-0.3223577,0.1319444,0.7902098,4143
1986,"MOR","Morocco",-0.2481764,0.1517241,0.8263889,4143
1987,"MOR","Morocco",-0.3549205,0.1278195,0.9328358,4143
1988,"MOR","Morocco",-0.4617588,0.08,0.9516129,4143
1989,"MOR","Morocco",-0.5211334,0.08108108,0.9459459,4143
1990,"MOR","Morocco",-0.6562563,0.1428571,0.9404762,4143
1991,"MOR","Morocco",-0.7602049,0.1285714,0.5797101,4143
1992,"MOR","Morocco",-0.7728003,0.1594203,0.4782609,4143
1993,"MOR","Morocco",-0.8845352,0.1551724,0.3965517,4143
1994,"MOR","Morocco",-0.4732779,0.3015873,0.4285714,4143
1995,"MOR","Morocco",-0.3751257,0.2435897,0.5384615,4143
1996,"MOR","Morocco",-0.5827271,0.2714286,0.6231884,4143
1997,"MOR","Morocco",-0.6679039,0.2424242,0.6666667,4143
1998,"MOR","Morocco",-0.7174398,0.2131148,0.6333333,4143
1999,"MOR","Morocco",-0.7779929,0.203125,0.609375,4143
2000,"MOR","Morocco",-0.5974643,0.1967213,0.6833333,4143
2001,"MOR","Morocco",-0.794743,0.125,0.7301587,4143
2002,"MOR","Morocco",-0.9308057,0.09859155,0.7536232,4143
2003,"MOR","Morocco",-1.008108,0.1184211,0.7368421,4143
2004,"MOR","Morocco",-1.011088,0.1,0.7536232,4143
2005,"MOR","Morocco",-1.037265,0.09722222,0.7083333,4143
2006,"MOR","Morocco",-0.9395817,0.09302326,0.7790698,4143
2007,"MOR","Morocco",-0.8033854,0.06493506,0.6973684,4143
2008,"MOR","Morocco",-0.7308979,0.08450704,0.6760563,4143
2009,"MOR","Morocco",-0.7575904,0.1044776,0.6567164,4143
2010,"MOR","Morocco",-0.7103027,0.1515152,0.7313433,4143
2011,"MOR","Morocco",-0.7181157,0.2,0.6769231,4143
2012,"MOR","Morocco",-0.7353528,0.1617647,0.6764706,4143
1962,"ALG","Algeria",-0.9603614,0.1395349,0.6744186,3330
1963,"ALG","Algeria",-0.9801148,0.2258065,0.6129032,3330
1965,"ALG","Algeria",-1.15141,0.225,0.85,3330
1966,"ALG","Algeria",-1.446826,0.122449,0.877551,3330
1967,"ALG","Algeria",-1.624346,0.1052632,0.877193,3330
1968,"ALG","Algeria",-1.384065,0.2352941,0.5882353,3330
1969,"ALG","Algeria",-1.483601,0.2857143,0.7674419,3330
1970,"ALG","Algeria",-1.219711,0.2,0.7384615,3330
1971,"ALG","Algeria",-1.067751,0.3644068,0.7142857,3330
1972,"ALG","Algeria",-1.133828,0.2886598,0.6326531,3330
1973,"ALG","Algeria",-1.012928,0.2307692,0.6923077,3330
1974,"ALG","Algeria",-1.085569,0.1527778,0.6805556,3330
1975,"ALG","Algeria",-0.8901679,0.2608696,0.7391304,3330
1976,"ALG","Algeria",-0.7648457,0.202381,0.744186,3330
1977,"ALG","Algeria",-0.5965548,0.3444444,0.6483516,3330
1978,"ALG","Algeria",-0.6345086,0.2916667,0.647541,3330
1979,"ALG","Algeria",-0.8032829,0.1637931,0.7179487,3330
1980,"ALG","Algeria",-0.8006831,0.1326531,0.7653061,3330
1981,"ALG","Algeria",-0.8372128,0.1015625,0.7906977,3330
1982,"ALG","Algeria",-0.7917875,0.06535948,0.7843137,3330
1983,"ALG","Algeria",-0.8167934,0.09589041,0.8013699,3330
1984,"ALG","Algeria",-0.9255202,0.03401361,0.8639456,3330
1985,"ALG","Algeria",-1.09268,0.0472973,0.8435374,3330
1986,"ALG","Algeria",-1.255309,0.06756757,0.8911565,3330
1987,"ALG","Algeria",-1.365311,0.05035971,0.9357143,3330
1988,"ALG","Algeria",-1.345448,0.04580153,0.9538462,3330
1989,"ALG","Algeria",-1.291074,0.04385965,0.9473684,3330
1990,"ALG","Algeria",-1.195847,0.1204819,0.9518072,3330
1991,"ALG","Algeria",-1.220941,0.09859155,0.5428571,3330
1992,"ALG","Algeria",-1.012217,0.1506849,0.4520548,3330
1993,"ALG","Algeria",-0.8880884,0.15625,0.390625,3330
1994,"ALG","Algeria",-0.9107813,0.2647059,0.4411765,3330
1995,"ALG","Algeria",-0.8966229,0.1851852,0.4814815,3330
1996,"ALG","Algeria",-0.9230155,0.2054795,0.5694444,3330
1997,"ALG","Algeria",-0.887848,0.1884058,0.5942029,3330
1998,"ALG","Algeria",-0.8379015,0.1803279,0.6166667,3330
1999,"ALG","Algeria",-0.9201194,0.1617647,0.6617647,3330
2000,"ALG","Algeria",-1.073198,0.1641791,0.7424242,3330
2001,"ALG","Algeria",-1.130382,0.1044776,0.7424242,3330
2002,"ALG","Algeria",-1.130334,0.08333333,0.7571429,3330
2003,"ALG","Algeria",-1.076092,0.1184211,0.75,3330
2004,"ALG","Algeria",-1.080228,0.07142857,0.7681159,3330
2005,"ALG","Algeria",-0.9846127,0.06849315,0.7123288,3330
2006,"ALG","Algeria",-1.197621,0.05747126,0.8045977,3330
