playerNr,groupNr,subjectNr,period,treatment,relevant,t2_correcttexts,t2_numseq,t2_answer,tediousness,test,wta11,wta12,wta13,wta14,wta15,wta16,wta17,wta18,wta19,wta110,wta111,wta112,wta113,wta114,wta115,wta116,wta21,wta22,wta23,wta24,wta25,wta26,wta27,wta28,wta29,wta210,wta211,wta212,wta213,wta214,wta215,wta216,pchosen,optionchosen,extra,scenario,rel,totaltask,vchosen,gender,age,bonus,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date
44,0,0,1,2,12,15,19,NA,4,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,7,1,0,1,12,15,4,1,32,4,6,21,132,143,7,8,8,4483,104,2020-03-20T17:52:00Z
45,0,0,1,1,13,15,18,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7.25,1,0,1,13,15,4,1,27,4,6,7,30,4882,5,12,3,639,22,2020-03-20T17:52:00Z
46,0,0,1,2,14,30,31,NA,10,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7.5,2,15,1,14,30,7.5,1,45,7.5,9.5,36,34,137,11,30,6,1387,19,2020-03-20T17:52:00Z
47,0,0,1,1,15,30,36,NA,7,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,7.75,2,15,1,15,30,7.75,1,37,7.75,9.75,8,24,201,11,14,9,1206,138,2020-03-20T17:52:00Z
48,0,0,1,2,16,30,32,NA,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,8,2,15,1,16,30,8,1,61,8,10,26,185,283,17,50,11,1601,32,2020-03-20T17:52:00Z
49,0,0,1,1,17,1,2,NA,8,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2,4.25,1,15,2,1,30,4,NA,NA,NA,NA,15,25,227,21,17,NA,NA,810,2020-03-20T17:52:00Z
50,0,0,1,2,18,30,34,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,1,15,2,2,30,4,1,28,4,6,78,9,336,35,5,9,4244,18,2020-03-20T17:52:00Z
51,0,0,1,1,19,6,10,NA,8,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,4.75,1,15,2,3,30,4,NA,NA,NA,NA,16,54,159,12,22,NA,NA,30,2020-03-20T17:52:00Z
52,0,0,1,2,20,30,31,NA,8,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,15,2,4,30,4,1,69,4,6,29,54,232,27,53,15,1557,29,2020-03-20T17:52:00Z
53,0,0,1,1,21,30,34,NA,10,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.25,1,15,2,5,30,4,2,36,4,6,33,54,120,8,40,5,1144,18,2020-03-20T17:52:00Z
54,0,0,1,2,22,30,32,NA,7,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5.5,1,15,2,6,30,4,1,29,4,6,21,28,116,12,23,4,913,28,2020-03-20T17:52:00Z
55,0,0,1,1,23,2,4,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.75,1,15,2,7,30,4,NA,NA,NA,NA,16,20,151,10,286,NA,NA,29,2020-03-20T17:52:00Z
56,0,0,1,2,24,30,31,NA,8,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,15,2,8,30,4,1,30,4,6,24,39,227,7,17,8,1239,10,2020-03-20T17:52:00Z
57,0,0,1,1,25,30,36,NA,9,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,6.25,1,15,2,9,30,4,1,32,4,6,6,10,188,4,14,8,1487,19,2020-03-20T17:52:00Z
58,0,0,1,2,26,30,33,NA,6,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,6.5,1,15,2,10,30,4,2,26,4,6,16,41,151,7,14,4,1000,14,2020-03-20T17:52:00Z
59,0,0,1,1,27,30,40,NA,9,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,6.75,1,15,2,11,30,4,1,47,4,6,7,6,249,6,4,7,3931,13,2020-03-20T17:52:00Z
60,0,0,1,2,28,4,5,NA,10,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,2,30,2,12,45,7,NA,NA,NA,NA,43,33,141,9,30,NA,NA,24,2020-03-20T17:52:00Z
61,0,0,1,1,29,1,6,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.25,1,15,2,13,30,4,NA,NA,NA,NA,32,5,347,10,26,NA,NA,31,2020-03-20T17:52:00Z
62,0,0,1,2,30,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,14,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
63,0,0,1,1,31,45,54,NA,8,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7.75,2,30,2,15,45,7.75,1,41,7.75,9.75,31,6,141,9,9,7,1532,979,2020-03-20T17:52:00Z
64,0,0,1,2,32,45,51,NA,6,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,8,2,30,2,16,45,8,1,27,8,10,10,68,211,32,13,11,2231,27,2020-03-20T17:52:00Z
65,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,29,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
66,0,0,1,2,2,15,16,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,1,0,1,2,15,4,1,36,4,6,13,10,73,7,32,5,354,14,2020-03-20T17:52:00Z
67,0,0,1,1,3,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
68,0,0,1,2,4,15,17,NA,6,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,1,0,1,4,15,4,1,54,4,6,90,56,107,13,53,8,695,18,2020-03-20T17:52:00Z
69,0,0,1,1,5,15,17,NA,8,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.25,1,0,1,5,15,4,1,28,4,6,9,25,164,13,17,4,498,32,2020-03-20T17:52:00Z
70,0,0,1,2,6,15,19,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.5,1,0,1,6,15,4,2,24,4,6,3014,28,123,9,14,7,778,34,2020-03-20T17:52:00Z
71,0,0,1,1,7,15,18,NA,7,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,5.75,1,0,1,7,15,4,1,25,4,6,17,12,127,7,36,9,1032,91,2020-03-20T17:52:00Z
72,0,0,1,2,8,15,16,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0,1,8,15,4,2,25,4,6,8,3,81,4,11,12,378,22,2020-03-20T17:52:00Z
73,0,0,1,1,9,30,32,NA,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6.25,2,15,1,9,30,6.25,1,25,6.25,8.25,7,47,98,7,21,4,795,15,2020-03-20T17:52:00Z
74,0,0,1,2,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
75,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
77,0,0,1,1,13,30,33,NA,4,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7.25,2,15,1,13,30,7.25,2,45,7.25,9.25,17,31,112,12,36,6,1141,43,2020-03-20T17:52:00Z
78,0,0,1,2,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
79,0,0,1,1,15,30,34,NA,9,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7.75,2,15,1,15,30,7.75,1,39,7.75,9.75,8,53,142,11,39,6,1275,16,2020-03-20T17:52:00Z
80,0,0,1,2,16,30,33,NA,8,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,8,2,15,1,16,30,8,2,39,8,10,22,45,158,15,39,9,1615,65,2020-03-20T17:52:00Z
81,0,0,1,1,17,45,57,NA,9,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,4.25,2,30,2,1,45,4.25,1,30,4.25,6.25,11,39,205,10,19,12,3135,36,2020-03-20T17:52:00Z
82,0,0,1,2,18,45,51,NA,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.5,2,30,2,2,45,4.5,1,33,4.5,6.5,42,19,223,10,19,18,2972,18,2020-03-20T17:52:00Z
83,0,0,1,1,19,30,40,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,4.75,1,15,2,3,30,4,1,31,4,6,421,4,306,14,9,10,3491,24,2020-03-20T17:52:00Z
84,0,0,1,2,20,30,32,NA,1,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,15,2,4,30,4,2,48,4,6,25,60,166,19,70,9,978,39,2020-03-20T17:52:00Z
85,0,0,1,1,21,45,54,NA,8,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,1,5.25,2,30,2,5,45,5.25,2,25,5.25,7.25,10,122,335,63,79,11,2474,31,2020-03-20T17:52:00Z
86,0,0,1,2,22,30,35,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5.5,1,15,2,6,30,4,1,30,4,6,9,119,200,6,12,14,2024,25,2020-03-20T17:52:00Z
87,0,0,1,1,23,45,48,NA,6,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.75,2,30,2,7,45,5.75,1,30,5.75,7.75,7,307,119,5,8,11,1504,37,2020-03-20T17:52:00Z
88,0,0,1,2,24,45,50,NA,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,2,30,2,8,45,6,1,33,6,8,22,53,122,8,25,10,1788,18,2020-03-20T17:52:00Z
89,0,0,1,1,25,45,53,NA,7,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.25,2,30,2,9,45,6.25,1,30,6.25,8.25,18,13,147,11,14,19,1776,28,2020-03-20T17:52:00Z
90,0,0,1,2,26,45,52,NA,9,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6.5,2,30,2,10,45,6.5,1,33,6.5,8.5,5,4,161,5,10,15,1527,26,2020-03-20T17:52:00Z
91,0,0,1,1,27,30,31,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.75,1,15,2,11,30,4,1,25,4,6,6,43,151,13,36,8,2086,29,2020-03-20T17:52:00Z
92,0,0,1,2,28,45,52,NA,7,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,7,2,30,2,12,45,7,2,32,7,9,7,3,106,6,11,22,1949,109,2020-03-20T17:52:00Z
1,0,0,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z
2,0,0,1,2,2,30,32,NA,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.5,2,15,1,2,30,4.5,1,53,4.5,6.5,20,83,178,53,70,7,1558,29,2020-08-18T07:22:00Z
3,0,0,1,1,3,30,38,NA,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.75,2,15,1,3,30,4.75,1,31,4.75,6.75,8,13,105,4,30,6,1380,45,2020-08-18T07:22:00Z
4,0,0,1,2,4,15,18,NA,6,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,5,1,0,1,4,15,4,1,37,4,6,16,35,180,21,43,12,911,30,2020-08-18T07:22:00Z
5,0,0,1,1,5,15,17,NA,9,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,5.25,1,0,1,5,15,4,2,35,4,6,5,7,172,5,6,6,707,11,2020-08-18T07:22:00Z
6,0,0,1,2,6,15,20,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.5,1,0,1,6,15,4,1,34,4,6,20,12,152,13,40,8,769,22,2020-08-18T07:22:00Z
7,0,0,1,1,7,30,31,NA,7,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5.75,2,15,1,7,30,5.75,1,47,5.75,7.75,20,31,160,8,41,8,1389,41,2020-08-18T07:22:00Z
8,0,0,1,2,8,30,37,NA,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,15,1,8,30,6,1,27,6,8,11,16,164,12,23,10,1606,32,2020-08-18T07:22:00Z
9,0,0,1,1,9,15,18,NA,10,NA,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,2,6.25,1,0,1,9,15,4,2,55,4,6,17,33,174,6,33,12,806,25,2020-08-18T07:22:00Z
10,0,0,1,2,10,15,17,NA,9,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,6.5,1,0,1,10,15,4,1,30,4,6,4,6,281,4,10,6,738,12,2020-08-18T07:22:00Z
11,0,0,1,1,11,30,32,NA,10,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.75,2,15,1,11,30,6.75,2,21,6.75,8.75,15,65,305,12,76,12,2449,32,2020-08-18T07:22:00Z
12,0,0,1,2,12,30,33,NA,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,7,2,15,1,12,30,7,2,23,7,9,13,399,459,17,58,6,3157,29,2020-08-18T07:22:00Z
13,0,0,1,1,13,15,17,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.25,1,0,1,13,15,4,2,38,4,6,13,93,220,28,40,14,749,66,2020-08-18T07:22:00Z
14,0,0,1,2,14,30,31,NA,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,7.5,2,15,1,14,30,7.5,2,39,7.5,9.5,23,88,104,11,55,19,1050,47,2020-08-18T07:22:00Z
15,0,0,1,1,15,30,36,NA,6,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,7.75,2,15,1,15,30,7.75,1,37,7.75,9.75,6,15,157,12,14,9,1256,27,2020-08-18T07:22:00Z
16,0,0,1,2,16,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z
17,0,0,1,1,17,30,32,NA,7,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4.25,1,15,2,1,30,4,1,28,4,6,14,33,154,8,37,7,1113,14,2020-08-18T07:22:00Z
18,0,0,1,2,18,30,37,NA,9,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,4.5,1,15,2,2,30,4,1,50,4,6,11,17,143,8,21,9,1310,42,2020-08-18T07:22:00Z
19,0,0,1,1,19,45,50,NA,6,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,2,4.75,2,30,2,3,45,4.75,2,42,4.75,6.75,14,65,149,8,63,8,1663,20,2020-08-18T07:22:00Z
20,0,0,1,2,20,45,46,NA,7,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,5,2,30,2,4,45,5,2,21,5,7,18,62,728,14,21,12,2915,40,2020-08-18T07:22:00Z
21,0,0,1,1,21,45,46,NA,3,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,5.25,2,30,2,5,45,5.25,1,68,5.25,7.25,2152,56,191,68,57,13,2047,45,2020-08-18T07:22:00Z
22,0,0,1,2,22,45,54,NA,8,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,5.5,2,30,2,6,45,5.5,1,30,5.5,7.5,42,40,186,16,43,8,1709,32,2020-08-18T07:22:00Z
23,0,0,1,1,23,30,40,NA,8,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,5.75,1,15,2,7,30,4,1,30,4,6,18,66,124,12,76,9,1017,31,2020-08-18T07:22:00Z
24,0,0,1,2,24,45,56,NA,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,6,2,30,2,8,45,6,1,34,6,8,12,15,634,8,28,15,2376,30,2020-08-18T07:22:00Z
25,0,0,1,1,25,45,53,NA,9,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,6.25,2,30,2,9,45,6.25,2,33,6.25,8.25,34,42,122,10,16,10,1623,45,2020-08-18T07:22:00Z
26,0,0,1,2,26,45,52,NA,3,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,6.5,2,30,2,10,45,6.5,2,40,6.5,8.5,11,45,295,8,6,12,2997,36,2020-08-18T07:22:00Z
27,0,0,1,1,27,45,53,NA,9,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,6.75,2,30,2,11,45,6.75,1,30,6.75,8.75,99,63,385,28,8,12,2345,23,2020-08-18T07:22:00Z
28,0,0,1,2,28,45,50,NA,9,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2,2,2,7,2,30,2,12,45,7,1,25,7,9,53,112,464,20,34,8,1701,25,2020-08-18T07:22:00Z
29,0,0,1,1,29,21,32,NA,8,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,7.25,2,30,2,13,45,7.25,NA,NA,NA,NA,17,18,415,8,25,NA,NA,34,2020-08-18T07:22:00Z
30,0,0,1,2,30,45,74,NA,9,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,7.5,2,30,2,14,45,7.5,1,27,7.5,9.5,116,9,99,5,6,15,2685,17,2020-08-18T07:22:00Z
31,0,0,1,1,31,45,47,NA,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.75,2,30,2,15,45,7.75,1,37,7.75,9.75,38,47,296,7,49,14,1839,36,2020-08-18T07:22:00Z
32,0,0,1,2,32,45,50,NA,10,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,8,2,30,2,16,45,8,2,32,8,10,9,25,206,8,106,8,2392,26,2020-08-18T07:22:00Z
33,0,0,1,1,1,30,36,NA,8,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,4.25,2,15,1,1,30,4.25,1,32,4.25,6.25,10,30,215,11,16,25,1399,27,2020-08-18T07:22:00Z
34,0,0,1,2,2,1,4,NA,9,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,4.5,2,15,1,2,30,4.5,NA,NA,NA,NA,17,27,1570,18,39,NA,NA,36,2020-08-18T07:22:00Z
35,0,0,1,1,3,15,19,NA,9,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,4.75,1,0,1,3,15,4,1,34,4,6,8,11,167,11,15,27,603,18,2020-08-18T07:22:00Z
36,0,0,1,2,4,15,20,NA,9,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,5,1,0,1,4,15,4,1,30,4,6,75,924,285,13,18,35,931,27,2020-08-18T07:22:00Z
38,0,0,1,2,6,6,11,NA,9,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5.5,2,15,1,6,30,5.5,NA,NA,NA,NA,62,23,252,10,30,NA,NA,26,2020-08-18T07:22:00Z
39,0,0,1,1,7,30,35,NA,9,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5.75,2,15,1,7,30,5.75,1,33,5.75,7.75,9,23,126,18,15,17,892,24,2020-08-18T07:22:00Z
40,0,0,1,2,8,30,34,NA,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,15,1,8,30,6,2,41,6,8,7,7,250,5,52,7,2202,18,2020-08-18T07:22:00Z
41,0,0,1,1,9,30,33,NA,8,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.25,2,15,1,9,30,6.25,1,47,6.25,8.25,11,70,150,18,31,7,1329,17,2020-08-18T07:22:00Z
42,0,0,1,2,10,30,36,NA,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,2,15,1,10,30,6.5,1,45,6.5,8.5,26,44,155,9,10,8,1812,64,2020-08-18T07:22:00Z
43,0,0,1,1,11,30,33,NA,9,NA,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,6.75,2,15,1,11,30,6.75,1,36,6.75,8.75,14,72,167,5,11,8,1225,24,2020-08-18T07:22:00Z
44,0,0,1,2,12,30,32,NA,9,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,7,2,15,1,12,30,7,1,28,7,9,10,26,128,7,19,10,1243,24,2020-08-18T07:22:00Z
