pid,scenario,treatment,switching_point,inconsistent_choices,relevant,tediousness,test,pchosen,optionchosen,extra,scenariochosen,totaltask,vchosen,gender,age,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date,reservation_wage
655,Scenario2,BROAD,4,5,21,6,NA,5.25,2,30,2,45,7.25,NA,NA,NA,28,56,187,9,24,NA,NA,44,2020-01-28T16:17:00Z,1
656,Scenario1,PARTIAL,1,6,22,10,NA,5.5,2,30,2,45,5.5,Male,30,7.5,14,18,311,6,12,10,2217,91,2020-01-28T16:17:00Z,0.25
656,Scenario2,PARTIAL,2,5,22,10,NA,5.5,2,30,2,45,5.5,Male,30,7.5,14,18,311,6,12,10,2217,91,2020-01-28T16:17:00Z,0.5
657,Scenario1,PARTIAL,NA,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,15,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
657,Scenario2,PARTIAL,NA,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,15,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
658,Scenario1,PARTIAL,1,0,24,10,2,6,2,30,2,45,6,Male,41,8,38,18,87,6,7,8,1355,51,2020-01-28T16:17:00Z,0.25
658,Scenario2,PARTIAL,1,0,24,10,2,6,2,30,2,45,6,Male,41,8,38,18,87,6,7,8,1355,51,2020-01-28T16:17:00Z,0.25
659,Scenario1,NARROW,10,0,25,4,1,6.25,1,15,2,30,4,Male,32,6,23,31,134,15,42,9,931,30,2020-01-28T16:17:00Z,2.5
659,Scenario2,NARROW,12,0,25,4,1,6.25,1,15,2,30,4,Male,32,6,23,31,134,15,42,9,931,30,2020-01-28T16:17:00Z,3
660,Scenario1,LOW,2,5,26,7,1,6.5,1,15,2,15,4,Male,30,6,8,30,163,10,15,9,1112,32,2020-01-28T16:17:00Z,0.5
660,Scenario2,LOW,3,5,26,7,1,6.5,1,15,2,15,4,Male,30,6,8,30,163,10,15,9,1112,32,2020-01-28T16:17:00Z,0.75
661,Scenario1,BROAD,6,0,27,10,2,6.75,2,30,2,45,8.75,NA,NA,NA,3,5,172,3,16,NA,NA,16,2020-01-28T16:17:00Z,1.5
661,Scenario2,BROAD,6,0,27,10,2,6.75,2,30,2,45,8.75,NA,NA,NA,3,5,172,3,16,NA,NA,16,2020-01-28T16:17:00Z,1.5
662,Scenario1,PARTIAL,NA,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,8,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
662,Scenario2,PARTIAL,NA,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,8,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
663,Scenario1,PARTIAL,12,0,29,8,1,7.25,1,15,2,30,4,Female,34,6,6,14,132,14,11,9,1150,16,2020-01-28T16:17:00Z,3
663,Scenario2,PARTIAL,17,0,29,8,1,7.25,1,15,2,30,4,Female,34,6,6,14,132,14,11,9,1150,16,2020-01-28T16:17:00Z,4.25
664,Scenario1,PARTIAL,NA,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
664,Scenario2,PARTIAL,NA,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
665,Scenario1,NARROW,2,6,31,6,1,7.75,2,30,2,45,7.75,Male,28,9.75,48,6,275,14,5,12,2060,33,2020-01-28T16:17:00Z,0.5
665,Scenario2,NARROW,3,6,31,6,1,7.75,2,30,2,45,7.75,Male,28,9.75,48,6,275,14,5,12,2060,33,2020-01-28T16:17:00Z,0.75
666,Scenario1,LOW,17,0,32,7,1,8,2,30,2,30,8,Male,32,10,9,10,196,10,6,16,1111,57,2020-01-28T16:17:00Z,4.25
666,Scenario2,LOW,16,0,32,7,1,8,2,30,2,30,8,Male,32,10,9,10,196,10,6,16,1111,57,2020-01-28T16:17:00Z,4
667,Scenario1,BROAD,5,5,1,9,2,4.25,1,0,1,15,6,Male,28,8,34,7,2240,9,18,9,1812,196,2020-01-28T16:17:00Z,1.25
667,Scenario2,BROAD,2,6,1,9,2,4.25,1,0,1,15,6,Male,28,8,34,7,2240,9,18,9,1812,196,2020-01-28T16:17:00Z,0.5
668,Scenario1,PARTIAL,17,0,2,10,1,4.5,1,0,1,15,4,Male,30,6,1482,6,151,4,4,12,1163,34,2020-01-28T16:17:00Z,4.25
668,Scenario2,PARTIAL,17,0,2,10,1,4.5,1,0,1,15,4,Male,30,6,1482,6,151,4,4,12,1163,34,2020-01-28T16:17:00Z,4.25
669,Scenario1,PARTIAL,8,0,3,7,NA,4.75,1,0,1,15,4,Female,43,6,22,105,191,18,24,6,771,18,2020-01-28T16:17:00Z,2
669,Scenario2,PARTIAL,4,0,3,7,NA,4.75,1,0,1,15,4,Female,43,6,22,105,191,18,24,6,771,18,2020-01-28T16:17:00Z,1
670,Scenario1,PARTIAL,12,0,4,8,NA,5,1,0,1,15,4,Female,56,6,11,46,160,8,25,6,457,15,2020-01-28T16:17:00Z,3
670,Scenario2,PARTIAL,8,0,4,8,NA,5,1,0,1,15,4,Female,56,6,11,46,160,8,25,6,457,15,2020-01-28T16:17:00Z,2
671,Scenario1,NARROW,6,0,5,5,2,5.25,1,0,1,15,4,Male,30,6,13,60,125,16,58,6,490,23,2020-01-28T16:17:00Z,1.5
671,Scenario2,NARROW,9,0,5,5,2,5.25,1,0,1,15,4,Male,30,6,13,60,125,16,58,6,490,23,2020-01-28T16:17:00Z,2.25
672,Scenario1,LOW,8,0,6,9,NA,5.5,1,0,1,0,4,Male,52,6,17,18,107,9,22,8,4,14,2020-01-28T16:17:00Z,2
672,Scenario2,LOW,16,0,6,9,NA,5.5,1,0,1,0,4,Male,52,6,17,18,107,9,22,8,4,14,2020-01-28T16:17:00Z,4
673,Scenario1,BROAD,13,0,7,9,1,5.75,1,0,1,15,6,Male,30,8,12,8,145,6,12,7,684,44,2020-01-28T16:17:00Z,3.25
673,Scenario2,BROAD,17,0,7,9,1,5.75,1,0,1,15,6,Male,30,8,12,8,145,6,12,7,684,44,2020-01-28T16:17:00Z,4.25
674,Scenario1,PARTIAL,1,4,8,8,2,6,2,15,1,30,6,Female,40,8,17,33,303,7,7,9,1543,26,2020-01-28T16:17:00Z,0.25
674,Scenario2,PARTIAL,1,4,8,8,2,6,2,15,1,30,6,Female,40,8,17,33,303,7,7,9,1543,26,2020-01-28T16:17:00Z,0.25
675,Scenario1,PARTIAL,9,0,9,1,NA,6.25,2,15,1,30,6.25,Female,27,8.25,14,35,214,8,37,7,1771,22,2020-01-28T16:17:00Z,2.25
675,Scenario2,PARTIAL,1,0,9,1,NA,6.25,2,15,1,30,6.25,Female,27,8.25,14,35,214,8,37,7,1771,22,2020-01-28T16:17:00Z,0.25
676,Scenario1,PARTIAL,1,7,10,9,NA,6.5,1,0,1,15,4,Male,28,6,16,134,558,8,19,12,1076,40,2020-01-28T16:17:00Z,0.25
676,Scenario2,PARTIAL,1,7,10,9,NA,6.5,1,0,1,15,4,Male,28,6,16,134,558,8,19,12,1076,40,2020-01-28T16:17:00Z,0.25
677,Scenario1,NARROW,8,0,11,6,NA,6.75,2,15,1,30,6.75,Male,33,8.75,16,35,107,9,29,6,1000,23,2020-01-28T16:17:00Z,2
677,Scenario2,NARROW,8,0,11,6,NA,6.75,2,15,1,30,6.75,Male,33,8.75,16,35,107,9,29,6,1000,23,2020-01-28T16:17:00Z,2
678,Scenario1,LOW,10,0,12,3,1,7,2,15,1,15,7,Male,29,9,36,73,193,66,55,12,688,52,2020-01-28T16:17:00Z,2.5
678,Scenario2,LOW,8,0,12,3,1,7,2,15,1,15,7,Male,29,9,36,73,193,66,55,12,688,52,2020-01-28T16:17:00Z,2
679,Scenario1,BROAD,17,0,13,10,1,7.25,1,0,1,15,6,Female,48,8,5,33,93,9,28,7,562,11,2020-01-28T16:17:00Z,4.25
679,Scenario2,BROAD,17,0,13,10,1,7.25,1,0,1,15,6,Female,48,8,5,33,93,9,28,7,562,11,2020-01-28T16:17:00Z,4.25
680,Scenario1,PARTIAL,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
680,Scenario2,PARTIAL,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
681,Scenario1,PARTIAL,13,0,15,2,1,7.75,2,15,1,30,7.75,Female,25,9.75,5,39,104,17,20,6,1326,20,2020-01-28T16:17:00Z,3.25
681,Scenario2,PARTIAL,13,0,15,2,1,7.75,2,15,1,30,7.75,Female,25,9.75,5,39,104,17,20,6,1326,20,2020-01-28T16:17:00Z,3.25
682,Scenario1,PARTIAL,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
682,Scenario2,PARTIAL,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
683,Scenario1,NARROW,1,0,17,3,NA,4.25,2,30,2,45,4.25,Female,32,6.25,8,56,155,14,33,4,4044,21,2020-01-28T16:17:00Z,0.25
683,Scenario2,NARROW,1,0,17,3,NA,4.25,2,30,2,45,4.25,Female,32,6.25,8,56,155,14,33,4,4044,21,2020-01-28T16:17:00Z,0.25
684,Scenario1,LOW,12,2,18,9,1,4.5,2,30,2,30,4.5,Male,30,6.5,40,35,177,10,38,9,1765,37,2020-01-28T16:17:00Z,3
684,Scenario2,LOW,2,4,18,9,1,4.5,2,30,2,30,4.5,Male,30,6.5,40,35,177,10,38,9,1765,37,2020-01-28T16:17:00Z,0.5
685,Scenario1,BROAD,2,4,19,8,1,4.75,2,30,2,45,6.75,Male,38,8.75,10,91,410,5,11,8,2001,50,2020-01-28T16:17:00Z,0.5
685,Scenario2,BROAD,3,2,19,8,1,4.75,2,30,2,45,6.75,Male,38,8.75,10,91,410,5,11,8,2001,50,2020-01-28T16:17:00Z,0.75
686,Scenario1,PARTIAL,2,0,20,10,2,5,2,30,2,45,5,Female,41,7,14,49,140,8,36,8,1878,18,2020-01-28T16:17:00Z,0.5
686,Scenario2,PARTIAL,2,0,20,10,2,5,2,30,2,45,5,Female,41,7,14,49,140,8,36,8,1878,18,2020-01-28T16:17:00Z,0.5
687,Scenario1,PARTIAL,NA,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
687,Scenario2,PARTIAL,NA,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
688,Scenario1,PARTIAL,14,0,22,9,2,5.5,1,15,2,30,4,Male,56,6,21,48,165,8,25,5,988,14,2020-01-28T16:17:00Z,3.5
688,Scenario2,PARTIAL,13,0,22,9,2,5.5,1,15,2,30,4,Male,56,6,21,48,165,8,25,5,988,14,2020-01-28T16:17:00Z,3.25
689,Scenario1,NARROW,17,0,23,3,NA,5.75,1,15,2,30,4,Male,26,6,34,8,166,5,28,4,1030,17,2020-01-28T16:17:00Z,4.25
689,Scenario2,NARROW,12,0,23,3,NA,5.75,1,15,2,30,4,Male,26,6,34,8,166,5,28,4,1030,17,2020-01-28T16:17:00Z,3
690,Scenario1,LOW,12,0,24,10,1,6,1,15,2,15,4,Male,24,6,5,15,294,10,12,4,572,11,2020-01-28T16:17:00Z,3
690,Scenario2,LOW,12,0,24,10,1,6,1,15,2,15,4,Male,24,6,5,15,294,10,12,4,572,11,2020-01-28T16:17:00Z,3
691,Scenario1,BROAD,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
691,Scenario2,BROAD,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
692,Scenario1,PARTIAL,NA,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,16,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
692,Scenario2,PARTIAL,NA,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,16,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
693,Scenario1,PARTIAL,2,7,27,7,NA,6.75,1,15,2,30,4,Male,35,6,17,25,194,12,5,9,2250,29,2020-01-28T16:17:00Z,0.5
693,Scenario2,PARTIAL,1,7,27,7,NA,6.75,1,15,2,30,4,Male,35,6,17,25,194,12,5,9,2250,29,2020-01-28T16:17:00Z,0.25
694,Scenario1,PARTIAL,2,4,28,9,1,7,2,30,2,45,7,Female,35,9,21,8,208,6,8,5,1756,17,2020-01-28T16:17:00Z,0.5
694,Scenario2,PARTIAL,1,3,28,9,1,7,2,30,2,45,7,Female,35,9,21,8,208,6,8,5,1756,17,2020-01-28T16:17:00Z,0.25
695,Scenario1,NARROW,1,0,29,7,2,7.25,2,30,2,45,7.25,Female,30,9.25,6,14,205,7,6,7,3039,36,2020-01-28T16:17:00Z,0.25
695,Scenario2,NARROW,1,0,29,7,2,7.25,2,30,2,45,7.25,Female,30,9.25,6,14,205,7,6,7,3039,36,2020-01-28T16:17:00Z,0.25
696,Scenario1,LOW,1,7,30,9,2,7.5,1,15,2,15,4,Male,39,6,77,67,610,9,15,12,891,57,2020-01-28T16:17:00Z,0.25
696,Scenario2,LOW,2,5,30,9,2,7.5,1,15,2,15,4,Male,39,6,77,67,610,9,15,12,891,57,2020-01-28T16:17:00Z,0.5
697,Scenario1,BROAD,4,4,31,10,2,7.75,2,30,2,45,9.75,NA,NA,NA,181,148,289,16,24,NA,NA,248,2020-01-28T16:17:00Z,1
697,Scenario2,BROAD,2,5,31,10,2,7.75,2,30,2,45,9.75,NA,NA,NA,181,148,289,16,24,NA,NA,248,2020-01-28T16:17:00Z,0.5
698,Scenario1,PARTIAL,1,5,32,2,NA,8,2,30,2,45,8,Female,40,10,165,229,154,42,31,15,2103,31,2020-01-28T16:17:00Z,0.25
698,Scenario2,PARTIAL,1,3,32,2,NA,8,2,30,2,45,8,Female,40,10,165,229,154,42,31,15,2103,31,2020-01-28T16:17:00Z,0.25
699,Scenario1,PARTIAL,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,8,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
699,Scenario2,PARTIAL,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,8,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
700,Scenario1,PARTIAL,1,0,2,5,2,4.5,2,15,1,30,4.5,Female,41,6.5,26,77,152,15,26,9,1163,21,2020-01-28T16:17:00Z,0.25
700,Scenario2,PARTIAL,1,0,2,5,2,4.5,2,15,1,30,4.5,Female,41,6.5,26,77,152,15,26,9,1163,21,2020-01-28T16:17:00Z,0.25
701,Scenario1,NARROW,6,0,3,7,1,4.75,1,0,1,15,4,Male,36,6,28,81,176,18,58,6,701,21,2020-01-28T16:17:00Z,1.5
701,Scenario2,NARROW,8,0,3,7,1,4.75,1,0,1,15,4,Male,36,6,28,81,176,18,58,6,701,21,2020-01-28T16:17:00Z,2
702,Scenario1,LOW,4,0,4,10,1,5,2,15,1,15,5,Female,31,7,7,6,257,10,17,9,771,37,2020-01-28T16:17:00Z,1
702,Scenario2,LOW,7,2,4,10,1,5,2,15,1,15,5,Female,31,7,7,6,257,10,17,9,771,37,2020-01-28T16:17:00Z,1.75
703,Scenario1,BROAD,2,6,5,7,1,5.25,1,0,1,15,6,Male,39,8,88,86,222,8,12,14,888,53,2020-01-28T16:17:00Z,0.5
703,Scenario2,BROAD,3,6,5,7,1,5.25,1,0,1,15,6,Male,39,8,88,86,222,8,12,14,888,53,2020-01-28T16:17:00Z,0.75
704,Scenario1,PARTIAL,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
704,Scenario2,PARTIAL,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,6,NA,NA,NA,NA,NA,NA,2020-01-28T16:17:00Z,NA
705,Scenario1,PARTIAL,4,0,7,2,NA,5.75,2,15,1,30,5.75,Male,58,7.75,28,33,173,17,37,12,1122,25,2020-01-28T16:17:00Z,1
705,Scenario2,PARTIAL,4,0,7,2,NA,5.75,2,15,1,30,5.75,Male,58,7.75,28,33,173,17,37,12,1122,25,2020-01-28T16:17:00Z,1
706,Scenario1,PARTIAL,16,0,8,9,1,6,1,0,1,15,4,Male,56,6,10,19,356,13,34,8,1560,77,2020-01-28T16:17:00Z,4
706,Scenario2,PARTIAL,8,0,8,9,1,6,1,0,1,15,4,Male,56,6,10,19,356,13,34,8,1560,77,2020-01-28T16:17:00Z,2
707,Scenario1,NARROW,2,3,9,9,1,6.25,1,0,1,15,4,Male,57,6,20,181,230,11,53,10,655,48,2020-01-28T16:17:00Z,0.5
707,Scenario2,NARROW,2,1,9,9,1,6.25,1,0,1,15,4,Male,57,6,20,181,230,11,53,10,655,48,2020-01-28T16:17:00Z,0.5
708,Scenario1,PARTIAL,12,0,1,6,1,4.25,1,0,1,15,4,Male,25,6,10,40,107,21,26,5,426,16,2020-01-30T15:19:00Z,3
708,Scenario2,PARTIAL,12,0,1,6,1,4.25,1,0,1,15,4,Male,25,6,10,40,107,21,26,5,426,16,2020-01-30T15:19:00Z,3
709,Scenario1,PARTIAL,4,0,2,2,2,4.5,1,0,1,15,4,Female,55,6,8,56,143,10,19,6,636,18,2020-01-30T15:19:00Z,1
709,Scenario2,PARTIAL,4,0,2,2,2,4.5,1,0,1,15,4,Female,55,6,8,56,143,10,19,6,636,18,2020-01-30T15:19:00Z,1
710,Scenario1,PARTIAL,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z,NA
710,Scenario2,PARTIAL,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z,NA
711,Scenario1,PARTIAL,1,0,4,8,2,5,2,15,1,30,5,Male,22,7,14,43,176,10,25,6,1324,31,2020-01-30T15:19:00Z,0.25
711,Scenario2,PARTIAL,1,0,4,8,2,5,2,15,1,30,5,Male,22,7,14,43,176,10,25,6,1324,31,2020-01-30T15:19:00Z,0.25
712,Scenario1,PARTIAL,1,5,5,10,1,5.25,1,0,1,15,4,Female,35,6,9,21,160,9,17,7,1269,22,2020-01-30T15:19:00Z,0.25
712,Scenario2,PARTIAL,2,6,5,10,1,5.25,1,0,1,15,4,Female,35,6,9,21,160,9,17,7,1269,22,2020-01-30T15:19:00Z,0.5
713,Scenario1,PARTIAL,4,0,6,6,2,5.5,2,15,1,30,5.5,Female,31,7.5,9,52,179,9,21,7,1145,31,2020-01-30T15:19:00Z,1
713,Scenario2,PARTIAL,4,0,6,6,2,5.5,2,15,1,30,5.5,Female,31,7.5,9,52,179,9,21,7,1145,31,2020-01-30T15:19:00Z,1
714,Scenario1,PARTIAL,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,70,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z,NA
714,Scenario2,PARTIAL,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,70,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z,NA
715,Scenario1,PARTIAL,15,0,8,6,NA,6,1,0,1,15,4,NA,NA,NA,20,98,159,16,136,NA,NA,18,2020-01-30T15:19:00Z,3.75
715,Scenario2,PARTIAL,17,0,8,6,NA,6,1,0,1,15,4,NA,NA,NA,20,98,159,16,136,NA,NA,18,2020-01-30T15:19:00Z,4.25
716,Scenario1,PARTIAL,3,4,9,9,1,6.25,1,0,1,15,4,Male,30,6,53,32,189,8,19,28,556,11,2020-01-30T15:19:00Z,0.75
716,Scenario2,PARTIAL,3,4,9,9,1,6.25,1,0,1,15,4,Male,30,6,53,32,189,8,19,28,556,11,2020-01-30T15:19:00Z,0.75
717,Scenario1,PARTIAL,16,0,10,10,2,6.5,1,0,1,15,4,Male,36,6,20,57,158,10,47,6,425,20,2020-01-30T15:19:00Z,4
717,Scenario2,PARTIAL,8,0,10,10,2,6.5,1,0,1,15,4,Male,36,6,20,57,158,10,47,6,425,20,2020-01-30T15:19:00Z,2
718,Scenario1,PARTIAL,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z,NA
718,Scenario2,PARTIAL,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,2020-01-30T15:19:00Z,NA
719,Scenario1,PARTIAL,1,0,12,5,2,7,2,15,1,30,7,Female,49,9,16,95,289,23,36,7,1589,25,2020-01-30T15:19:00Z,0.25
719,Scenario2,PARTIAL,6,0,12,5,2,7,2,15,1,30,7,Female,49,9,16,95,289,23,36,7,1589,25,2020-01-30T15:19:00Z,1.5
720,Scenario1,PARTIAL,2,5,13,9,2,7.25,1,0,1,15,4,Female,27,6,44,5,160,5,46,10,735,22,2020-01-30T15:19:00Z,0.5
720,Scenario2,PARTIAL,2,6,13,9,2,7.25,1,0,1,15,4,Female,27,6,44,5,160,5,46,10,735,22,2020-01-30T15:19:00Z,0.5
721,Scenario1,PARTIAL,16,0,14,6,NA,7.5,1,0,1,15,4,Male,74,6,16,86,216,21,50,11,1029,22,2020-01-30T15:19:00Z,4
721,Scenario2,PARTIAL,17,0,14,6,NA,7.5,1,0,1,15,4,Male,74,6,16,86,216,21,50,11,1029,22,2020-01-30T15:19:00Z,4.25
722,Scenario1,PARTIAL,12,0,15,9,1,7.75,2,15,1,30,7.75,Male,30,9.75,22,62,144,11,43,8,1632,66,2020-01-30T15:19:00Z,3
722,Scenario2,PARTIAL,17,0,15,9,1,7.75,2,15,1,30,7.75,Male,30,9.75,22,62,144,11,43,8,1632,66,2020-01-30T15:19:00Z,4.25
723,Scenario1,PARTIAL,2,0,16,10,2,8,2,15,1,30,8,Male,55,10,14,7,124,11,34,31,842,40,2020-01-30T15:19:00Z,0.5
723,Scenario2,PARTIAL,3,0,16,10,2,8,2,15,1,30,8,Male,55,10,14,7,124,11,34,31,842,40,2020-01-30T15:19:00Z,0.75
724,Scenario1,PARTIAL,2,5,17,9,2,4.25,1,15,2,30,4,Male,27,6,13,20,177,8,45,9,1681,27,2020-01-30T15:19:00Z,0.5
724,Scenario2,PARTIAL,2,6,17,9,2,4.25,1,15,2,30,4,Male,27,6,13,20,177,8,45,9,1681,27,2020-01-30T15:19:00Z,0.5
725,Scenario1,PARTIAL,16,0,18,4,1,4.5,1,15,2,30,4,Male,30,6,12,33,215,10,19,8,2154,18,2020-01-30T15:19:00Z,4
725,Scenario2,PARTIAL,8,0,18,4,1,4.5,1,15,2,30,4,Male,30,6,12,33,215,10,19,8,2154,18,2020-01-30T15:19:00Z,2
726,Scenario1,PARTIAL,1,7,19,10,2,4.75,2,30,2,45,4.75,Male,27,6.75,19,86,129,13,64,8,1859,26,2020-01-30T15:19:00Z,0.25
726,Scenario2,PARTIAL,1,7,19,10,2,4.75,2,30,2,45,4.75,Male,27,6.75,19,86,129,13,64,8,1859,26,2020-01-30T15:19:00Z,0.25
727,Scenario1,PARTIAL,8,0,20,5,NA,5,1,15,2,30,4,Male,37,6,19,137,124,18,32,10,1130,27,2020-01-30T15:19:00Z,2
727,Scenario2,PARTIAL,8,0,20,5,NA,5,1,15,2,30,4,Male,37,6,19,137,124,18,32,10,1130,27,2020-01-30T15:19:00Z,2
728,Scenario1,PARTIAL,2,5,21,9,2,5.25,1,15,2,30,4,Female,35,6,4,4,231,4,9,6,1474,10,2020-01-30T15:19:00Z,0.5
728,Scenario2,PARTIAL,2,6,21,9,2,5.25,1,15,2,30,4,Female,35,6,4,4,231,4,9,6,1474,10,2020-01-30T15:19:00Z,0.5
729,Scenario1,PARTIAL,1,2,22,10,2,5.5,2,30,2,45,5.5,Male,36,7.5,10,6,189,12,12,8,2162,113,2020-01-30T15:19:00Z,0.25
729,Scenario2,PARTIAL,1,4,22,10,2,5.5,2,30,2,45,5.5,Male,36,7.5,10,6,189,12,12,8,2162,113,2020-01-30T15:19:00Z,0.25
730,Scenario1,PARTIAL,6,0,23,5,2,5.75,2,30,2,45,5.75,Male,39,7.75,12,33,100,11,36,8,1645,27,2020-01-30T15:19:00Z,1.5
730,Scenario2,PARTIAL,6,0,23,5,2,5.75,2,30,2,45,5.75,Male,39,7.75,12,33,100,11,36,8,1645,27,2020-01-30T15:19:00Z,1.5
731,Scenario1,PARTIAL,2,4,24,8,1,6,2,30,2,45,6,NA,NA,NA,40,9,190,13,10,NA,NA,31,2020-01-30T15:19:00Z,0.5
731,Scenario2,PARTIAL,1,4,24,8,1,6,2,30,2,45,6,NA,NA,NA,40,9,190,13,10,NA,NA,31,2020-01-30T15:19:00Z,0.25
732,Scenario1,PARTIAL,1,6,26,8,NA,6.5,2,30,2,45,6.5,Male,27,8.5,33,25,81,12,6,6,1363,27,2020-01-30T15:19:00Z,0.25
732,Scenario2,PARTIAL,1,7,26,8,NA,6.5,2,30,2,45,6.5,Male,27,8.5,33,25,81,12,6,6,1363,27,2020-01-30T15:19:00Z,0.25
733,Scenario1,PARTIAL,17,0,27,10,1,6.75,1,15,2,30,4,Female,30,6,8,12,272,6,114,17,1646,16,2020-01-30T15:19:00Z,4.25
733,Scenario2,PARTIAL,17,0,27,10,1,6.75,1,15,2,30,4,Female,30,6,8,12,272,6,114,17,1646,16,2020-01-30T15:19:00Z,4.25
734,Scenario1,PARTIAL,17,0,28,7,1,7,1,15,2,30,4,Male,30,6,44,61,231,6,10,7,3978,32,2020-01-30T15:19:00Z,4.25
734,Scenario2,PARTIAL,17,0,28,7,1,7,1,15,2,30,4,Male,30,6,44,61,231,6,10,7,3978,32,2020-01-30T15:19:00Z,4.25
735,Scenario1,PARTIAL,1,6,29,10,NA,7.25,2,30,2,45,7.25,Male,35,9.25,11,6,445,7,5,9,1915,20,2020-01-30T15:19:00Z,0.25
735,Scenario2,PARTIAL,1,7,29,10,NA,7.25,2,30,2,45,7.25,Male,35,9.25,11,6,445,7,5,9,1915,20,2020-01-30T15:19:00Z,0.25
736,Scenario1,PARTIAL,12,0,30,10,1,7.5,2,30,2,45,7.5,Male,34,9.5,8,11,98,9,11,31,1412,14,2020-01-30T15:19:00Z,3
736,Scenario2,PARTIAL,12,0,30,10,1,7.5,2,30,2,45,7.5,Male,34,9.5,8,11,98,9,11,31,1412,14,2020-01-30T15:19:00Z,3
737,Scenario1,PARTIAL,17,0,31,10,1,7.75,1,15,2,30,4,Female,30,6,5,9,206,29,11,11,1129,24,2020-01-30T15:19:00Z,4.25
737,Scenario2,PARTIAL,17,0,31,10,1,7.75,1,15,2,30,4,Female,30,6,5,9,206,29,11,11,1129,24,2020-01-30T15:19:00Z,4.25
